,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,TRPL_DBL,DBL_DBL,Fantasy_PTS
1,Stephen Curry,35,5.0,18.0,0.278,3.0,10.0,0.3,6.0,6.0,1.0,7.0,8.0,3.0,0.0,5.0,5.0,19.0,-3.0,False,False,44.75
1,Stephen Curry,33,8.0,19.0,0.421,6.0,17.0,0.353,0.0,0.0,0.0,2.0,2.0,1.0,0.0,4.0,3.0,22.0,16.0,False,False,30.5
0,Stephen Curry,37,10.0,27.0,0.37,5.0,16.0,0.313,8.0,9.0,0.889,4.0,6.0,3.0,1.0,1.0,3.0,33.0,24.0,False,False,57.0
2,Stephen Curry,40,14.0,26.0,0.538,7.0,14.0,0.5,8.0,9.0,0.889,10.0,4.0,0.0,0.0,5.0,3.0,43.0,11.0,False,True,64.0
2,Stephen Curry,36,6.0,20.0,0.3,3.0,14.0,0.214,3.0,4.0,0.75,9.0,5.0,0.0,0.0,3.0,1.0,18.0,-9.0,False,False,36.75
2,Stephen Curry,35,8.0,18.0,0.444,6.0,12.0,0.5,6.0,7.0,0.857,6.0,9.0,0.0,1.0,3.0,3.0,28.0,4.0,False,False,52.5
0,Stephen Curry,35,7.0,22.0,0.318,3.0,13.0,0.231,7.0,7.0,1.0,6.0,10.0,3.0,1.0,3.0,2.0,24.0,14.0,False,True,56.0
3,Stephen Curry,39,12.0,21.0,0.571,6.0,11.0,0.545,4.0,4.0,1.0,7.0,7.0,2.0,1.0,2.0,4.0,34.0,8.0,False,False,61.25
0,Stephen Curry,40,8.0,15.0,0.533,4.0,5.0,0.8,1.0,1.0,1.0,5.0,9.0,1.0,0.0,3.0,3.0,21.0,-8.0,False,False,43.25
0,Stephen Curry,32,6.0,14.0,0.429,4.0,9.0,0.444,7.0,7.0,1.0,6.0,4.0,0.0,1.0,4.0,1.0,23.0,15.0,False,False,38.5
0,Stephen Curry,37,11.0,21.0,0.524,5.0,12.0,0.417,7.0,7.0,1.0,9.0,3.0,2.0,0.0,2.0,1.0,34.0,18.0,False,False,55.25
1,Stephen Curry,37,10.0,22.0,0.455,5.0,11.0,0.455,5.0,7.0,0.714,5.0,5.0,2.0,0.0,5.0,2.0,30.0,7.0,False,False,47.75
0,Stephen Curry,28,6.0,11.0,0.545,4.0,8.0,0.5,2.0,2.0,1.0,3.0,8.0,3.0,0.0,1.0,1.0,18.0,21.0,False,False,41.25
0,Stephen Curry,35,13.0,22.0,0.591,4.0,9.0,0.444,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,0.0,30.0,-12.0,False,False,36.5
1,Stephen Curry,39,11.0,25.0,0.44,3.0,11.0,0.273,2.0,2.0,1.0,9.0,8.0,1.0,0.0,5.0,1.0,27.0,-11.0,False,False,51.25
0,Stephen Curry,36,7.0,17.0,0.412,1.0,8.0,0.125,9.0,9.0,1.0,5.0,8.0,1.0,0.0,2.0,3.0,24.0,8.0,False,False,43.75
2,Stephen Curry,30,7.0,16.0,0.438,3.0,9.0,0.333,4.0,7.0,0.571,12.0,4.0,1.0,1.0,3.0,3.0,21.0,23.0,False,True,47.5
0,Stephen Curry,36,13.0,27.0,0.481,4.0,12.0,0.333,0.0,1.0,0.0,3.0,4.0,0.0,2.0,4.0,1.0,30.0,16.0,False,False,43.75
0,Stephen Curry,32,7.0,16.0,0.438,2.0,5.0,0.4,4.0,5.0,0.8,5.0,8.0,1.0,0.0,2.0,2.0,20.0,-23.0,False,False,40.25
0,Stephen Curry,34,8.0,19.0,0.421,5.0,14.0,0.357,1.0,2.0,0.5,3.0,3.0,1.0,1.0,4.0,4.0,22.0,13.0,False,False,34.75
0,Stephen Curry,36,5.0,24.0,0.208,1.0,9.0,0.111,3.0,4.0,0.75,9.0,5.0,0.0,1.0,5.0,2.0,14.0,0.0,False,False,32.75
1,Stephen Curry,38,12.0,25.0,0.48,7.0,14.0,0.5,3.0,4.0,0.75,5.0,5.0,3.0,0.0,2.0,3.0,34.0,-9.0,False,False,56.25
0,Stephen Curry,36,5.0,21.0,0.238,2.0,8.0,0.25,9.0,9.0,1.0,10.0,10.0,3.0,0.0,4.0,1.0,21.0,4.0,True,False,56.5
0,Stephen Curry,31,7.0,11.0,0.636,4.0,7.0,0.571,2.0,2.0,1.0,1.0,7.0,2.0,0.0,4.0,4.0,20.0,21.0,False,False,35.75
0,Stephen Curry,37,16.0,25.0,0.64,8.0,13.0,0.615,5.0,5.0,1.0,10.0,1.0,1.0,1.0,6.0,2.0,45.0,-2.0,False,True,65.5
4,Stephen Curry,13,1.0,4.0,0.25,1.0,4.0,0.25,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,2.0,3.0,-5.0,False,False,5.75
0,Stephen Curry,29,5.0,16.0,0.313,5.0,13.0,0.385,4.0,4.0,1.0,3.0,6.0,0.0,2.0,1.0,1.0,19.0,17.0,False,False,37.75
0,Stephen Curry,35,4.0,21.0,0.19,3.0,14.0,0.214,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,0.0,12.0,-17.0,False,False,23.25
3,Stephen Curry,33,3.0,7.0,0.429,2.0,4.0,0.5,0.0,0.0,0.0,5.0,8.0,1.0,1.0,4.0,1.0,8.0,14.0,False,False,29.25
0,Stephen Curry,37,2.0,10.0,0.2,1.0,6.0,0.167,7.0,7.0,1.0,2.0,8.0,1.0,0.0,4.0,1.0,12.0,19.0,False,False,27.0
2,Stephen Curry,40,10.0,27.0,0.37,6.0,17.0,0.353,3.0,4.0,0.75,7.0,5.0,1.0,2.0,3.0,3.0,29.0,16.0,False,False,52.75
0,Stephen Curry,38,8.0,21.0,0.381,2.0,9.0,0.222,9.0,10.0,0.9,10.0,10.0,2.0,0.0,3.0,3.0,27.0,-1.0,True,False,61.0
1,Stephen Curry,34,8.0,16.0,0.5,3.0,9.0,0.333,6.0,8.0,0.75,5.0,6.0,1.0,0.0,3.0,2.0,25.0,11.0,False,False,42.25
0,Stephen Curry,40,11.0,29.0,0.379,7.0,20.0,0.35,7.0,7.0,1.0,7.0,8.0,1.0,0.0,5.0,2.0,36.0,12.0,False,False,59.75
2,Stephen Curry,37,7.0,22.0,0.318,0.0,9.0,0.0,2.0,3.0,0.667,4.0,8.0,2.0,0.0,1.0,2.0,16.0,15.0,False,False,36.5
0,Stephen Curry,35,14.0,28.0,0.5,9.0,19.0,0.474,13.0,13.0,1.0,7.0,10.0,4.0,1.0,2.0,0.0,50.0,31.0,False,True,88.75
0,Stephen Curry,39,6.0,16.0,0.375,5.0,14.0,0.357,6.0,7.0,0.857,4.0,4.0,0.0,0.0,6.0,3.0,23.0,5.0,False,False,33.5
0,Stephen Curry,29,4.0,11.0,0.364,2.0,6.0,0.333,2.0,2.0,1.0,8.0,4.0,2.0,0.0,4.0,0.0,12.0,-25.0,False,False,31.0
0,Stephen Curry,36,7.0,28.0,0.25,5.0,17.0,0.294,8.0,9.0,0.889,8.0,5.0,3.0,0.0,1.0,1.0,27.0,3.0,False,False,52.5
2,Stephen Curry,34,5.0,17.0,0.294,2.0,7.0,0.286,3.0,3.0,1.0,3.0,9.0,3.0,1.0,2.0,2.0,15.0,11.0,False,False,40.25
0,Stephen Curry,35,15.0,27.0,0.556,9.0,16.0,0.563,1.0,1.0,1.0,4.0,6.0,2.0,0.0,3.0,4.0,40.0,8.0,False,False,61.0
0,Stephen Curry,36,10.0,21.0,0.476,4.0,11.0,0.364,4.0,4.0,1.0,5.0,5.0,1.0,0.0,5.0,3.0,28.0,23.0,False,False,43.25
0,Stephen Curry,37,13.0,22.0,0.591,8.0,14.0,0.571,12.0,12.0,1.0,4.0,4.0,2.0,0.0,3.0,1.0,46.0,15.0,False,False,63.5
0,Stephen Curry,37,13.0,23.0,0.565,7.0,14.0,0.5,7.0,8.0,0.875,5.0,9.0,1.0,1.0,1.0,0.0,40.0,18.0,False,False,66.75
0,Stephen Curry,27,5.0,11.0,0.455,2.0,7.0,0.286,6.0,6.0,1.0,5.0,14.0,1.0,1.0,3.0,3.0,18.0,19.0,False,True,50.25
2,Stephen Curry,37,10.0,25.0,0.4,4.0,14.0,0.286,8.0,9.0,0.889,5.0,8.0,1.0,0.0,3.0,3.0,32.0,6.0,False,False,52.75
1,Stephen Curry,34,12.0,22.0,0.545,7.0,13.0,0.538,2.0,2.0,1.0,5.0,6.0,6.0,0.0,3.0,4.0,33.0,14.0,False,False,62.25
1,Stephen Curry,35,8.0,21.0,0.381,5.0,14.0,0.357,9.0,9.0,1.0,5.0,4.0,1.0,0.0,6.0,6.0,30.0,-10.0,False,False,43.75
1,Stephen Curry,29,5.0,13.0,0.385,3.0,8.0,0.375,3.0,4.0,0.75,7.0,2.0,0.0,0.0,4.0,2.0,16.0,-14.0,False,False,27.25
2,Stephen Curry,37,12.0,22.0,0.545,6.0,11.0,0.545,1.0,1.0,1.0,4.0,2.0,2.0,0.0,3.0,4.0,31.0,-14.0,False,False,44.5
0,Stephen Curry,28,7.0,16.0,0.438,2.0,10.0,0.2,2.0,3.0,0.667,9.0,7.0,1.0,0.0,4.0,3.0,18.0,23.0,False,False,40.75
0,Stephen Curry,33,10.0,24.0,0.417,5.0,16.0,0.313,9.0,9.0,1.0,5.0,4.0,0.0,0.0,4.0,1.0,34.0,-10.0,False,False,46.75
0,Stephen Curry,33,11.0,18.0,0.611,8.0,13.0,0.615,3.0,3.0,1.0,2.0,2.0,0.0,0.0,4.0,2.0,33.0,-19.0,False,False,40.5
1,Stephen Curry,32,9.0,21.0,0.429,5.0,12.0,0.417,6.0,7.0,0.857,6.0,4.0,3.0,0.0,2.0,2.0,29.0,24.0,False,False,50.0
0,Stephen Curry,34,9.0,16.0,0.563,6.0,11.0,0.545,1.0,2.0,0.5,4.0,10.0,1.0,0.0,4.0,1.0,25.0,29.0,False,True,49.5
0,Stephen Curry,35,5.0,12.0,0.417,1.0,6.0,0.167,4.0,4.0,1.0,5.0,5.0,3.0,0.0,4.0,4.0,15.0,6.0,False,False,33.25
0,Stephen Curry,38,12.0,25.0,0.48,6.0,15.0,0.4,2.0,3.0,0.667,7.0,8.0,1.0,0.0,3.0,2.0,32.0,18.0,False,False,56.25
6,Stephen Curry,30,9.0,17.0,0.529,3.0,9.0,0.333,6.0,8.0,0.75,3.0,6.0,0.0,0.0,4.0,3.0,27.0,3.0,False,False,39.25
0,Stephen Curry,38,6.0,21.0,0.286,4.0,13.0,0.308,6.0,8.0,0.75,4.0,12.0,1.0,1.0,2.0,3.0,22.0,2.0,False,True,51.5
2,Stephen Curry,32,3.0,17.0,0.176,1.0,10.0,0.1,2.0,2.0,1.0,3.0,10.0,0.0,1.0,2.0,3.0,9.0,0.0,False,False,29.25
2,Stephen Curry,27,7.0,15.0,0.467,4.0,10.0,0.4,1.0,2.0,0.5,2.0,2.0,1.0,0.0,1.0,0.0,19.0,24.0,False,False,28.0
2,Stephen Curry,26,8.0,16.0,0.5,4.0,11.0,0.364,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,3.0,20.0,16.0,False,False,34.75
1,Stephen Curry,25,4.0,10.0,0.4,3.0,8.0,0.375,3.0,4.0,0.75,3.0,4.0,0.0,0.0,2.0,1.0,14.0,-37.0,False,False,24.25
0,Stephen Curry,43,12.0,27.0,0.444,6.0,16.0,0.375,9.0,9.0,1.0,5.0,8.0,1.0,0.0,2.0,3.0,39.0,-4.0,False,False,61.25
1,Stephen Curry,27,7.0,16.0,0.438,6.0,15.0,0.4,0.0,0.0,0.0,5.0,6.0,1.0,1.0,2.0,1.0,20.0,17.0,False,False,41.25
1,Stephen Curry,30,8.0,16.0,0.5,7.0,13.0,0.538,8.0,8.0,1.0,3.0,8.0,2.0,0.0,3.0,2.0,31.0,9.0,False,False,52.75
0,Stephen Curry,35,9.0,23.0,0.391,4.0,15.0,0.267,5.0,6.0,0.833,7.0,10.0,3.0,0.0,3.0,1.0,27.0,14.0,False,True,58.75
0,Stephen Curry,39,10.0,19.0,0.526,1.0,7.0,0.143,4.0,4.0,1.0,3.0,6.0,0.0,0.0,2.0,2.0,25.0,-2.0,False,False,37.25
2,Stephen Curry,37,11.0,21.0,0.524,6.0,10.0,0.6,4.0,4.0,1.0,8.0,5.0,0.0,0.0,3.0,4.0,32.0,15.0,False,False,51.0
0,Stephen Curry,29,12.0,19.0,0.632,9.0,14.0,0.643,4.0,4.0,1.0,7.0,5.0,2.0,1.0,2.0,4.0,37.0,16.0,False,False,62.75
0,Stephen Curry,36,6.0,12.0,0.5,4.0,10.0,0.4,2.0,2.0,1.0,9.0,10.0,1.0,0.0,4.0,2.0,18.0,4.0,False,True,47.75
0,Stephen Curry,35,6.0,15.0,0.4,3.0,11.0,0.273,0.0,0.0,0.0,8.0,9.0,1.0,1.0,4.0,3.0,15.0,-1.0,False,False,42.0
1,Stephen Curry,34,7.0,14.0,0.5,2.0,8.0,0.25,14.0,14.0,1.0,2.0,6.0,1.0,0.0,1.0,2.0,30.0,21.0,False,False,44.0
0,Stephen Curry,35,16.0,25.0,0.64,7.0,14.0,0.5,8.0,8.0,1.0,6.0,6.0,1.0,0.0,2.0,1.0,47.0,17.0,False,False,68.0
0,Stephen Curry,34,15.0,24.0,0.625,9.0,17.0,0.529,1.0,1.0,1.0,4.0,5.0,1.0,1.0,6.0,1.0,40.0,31.0,False,False,58.0
0,Stephen Curry,35,5.0,20.0,0.25,1.0,13.0,0.077,2.0,2.0,1.0,4.0,6.0,0.0,0.0,1.0,0.0,13.0,-5.0,False,False,27.0
0,Stephen Curry,35,8.0,20.0,0.4,5.0,15.0,0.333,5.0,5.0,1.0,6.0,6.0,1.0,1.0,7.0,1.0,26.0,17.0,False,False,45.5
0,Stephen Curry,37,8.0,20.0,0.4,5.0,12.0,0.417,3.0,4.0,0.75,3.0,4.0,0.0,1.0,1.0,5.0,24.0,-9.0,False,False,37.75
3,Sterling Brown,28,3.0,5.0,0.6,3.0,3.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,5.0,9.0,7.0,False,False,16.75
2,Sterling Brown,32,5.0,8.0,0.625,2.0,4.0,0.5,0.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,1.0,12.0,19.0,False,True,32.75
3,Sterling Brown,36,4.0,11.0,0.364,2.0,6.0,0.333,0.0,0.0,0.0,13.0,3.0,1.0,0.0,0.0,1.0,10.0,-15.0,False,True,35.25
6,Sterling Brown,19,1.0,3.0,0.333,1.0,2.0,0.5,0.0,0.0,0.0,5.0,3.0,1.0,1.0,3.0,2.0,3.0,7.0,False,False,16.75
4,Steven Adams,26,6.0,9.0,0.667,0.0,0.0,0.0,5.0,5.0,1.0,9.0,5.0,2.0,0.0,1.0,0.0,17.0,17.0,False,False,39.25
4,Steven Adams,17,1.0,1.0,1.0,0.0,0.0,0.0,4.0,6.0,0.667,2.0,1.0,0.0,1.0,2.0,2.0,6.0,-21.0,False,False,11.0
3,Steven Adams,28,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,1.0,1.0,2.0,3.0,4.0,7.0,False,False,21.5
4,Steven Adams,21,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.5,5.0,4.0,2.0,0.0,1.0,2.0,2.0,21.0,False,False,17.75
4,Steven Adams,19,2.0,5.0,0.4,0.0,0.0,0.0,1.0,2.0,0.5,6.0,2.0,0.0,0.0,0.0,1.0,5.0,-20.0,False,False,15.5
0,Steven Adams,36,9.0,11.0,0.818,0.0,0.0,0.0,5.0,9.0,0.556,12.0,5.0,1.0,3.0,0.0,2.0,23.0,-13.0,False,True,55.0
3,Steven Adams,22,6.0,7.0,0.857,0.0,0.0,0.0,1.0,2.0,0.5,13.0,2.0,0.0,1.0,2.0,1.0,13.0,17.0,False,True,34.75
3,Steven Adams,22,3.0,7.0,0.429,0.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,3.0,3.0,0.0,3.0,6.0,25.0,False,False,47.0
4,Steven Adams,21,3.0,4.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,2.0,1.0,6.0,13.0,False,False,20.75
1,Steven Adams,30,3.0,5.0,0.6,0.0,0.0,0.0,2.0,2.0,1.0,8.0,4.0,1.0,0.0,1.0,2.0,8.0,9.0,False,False,25.5
0,Steven Adams,21,2.0,2.0,1.0,0.0,0.0,0.0,5.0,6.0,0.833,8.0,2.0,0.0,1.0,0.0,2.0,9.0,39.0,False,False,24.0
4,Steven Adams,22,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,-4.0,False,False,9.25
3,Steven Adams,22,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,1.0,2.0,4.0,14.0,False,False,17.0
4,Steven Adams,23,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,0.0,0.0,2.0,3.0,12.0,13.0,False,True,38.25
4,Steven Adams,26,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,False,False,13.0
4,Steven Adams,20,3.0,4.0,0.75,0.0,0.0,0.0,3.0,3.0,1.0,8.0,3.0,0.0,0.0,2.0,1.0,9.0,24.0,False,False,22.5
3,Steven Adams,26,2.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,1.0,2.0,4.0,-16.0,False,False,19.5
3,Steven Adams,27,2.0,6.0,0.333,0.0,0.0,0.0,2.0,4.0,0.5,12.0,5.0,0.0,1.0,2.0,4.0,6.0,-7.0,False,False,29.5
3,Steven Adams,24,2.0,7.0,0.286,0.0,0.0,0.0,2.0,4.0,0.5,9.0,0.0,1.0,1.0,1.0,4.0,6.0,-8.0,False,False,20.75
4,Steven Adams,28,1.0,3.0,0.333,0.0,0.0,0.0,2.0,4.0,0.5,10.0,3.0,0.0,0.0,1.0,2.0,4.0,-6.0,False,False,20.5
4,Steven Adams,27,5.0,9.0,0.556,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,1.0,1.0,2.0,2.0,10.0,13.0,False,True,37.75
4,Steven Adams,26,2.0,8.0,0.25,0.0,0.0,0.0,0.0,4.0,0.0,11.0,2.0,2.0,0.0,1.0,2.0,4.0,5.0,False,False,24.25
3,Steven Adams,24,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,8.0,4.0,3.0,1.0,0.0,2.0,2.0,4.0,False,False,26.0
3,Steven Adams,30,4.0,6.0,0.667,0.0,0.0,0.0,2.0,2.0,1.0,14.0,2.0,3.0,0.0,3.0,2.0,10.0,5.0,False,True,36.5
4,Steven Adams,18,1.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,5.0,2.0,0.0,0.0,0.0,1.0,6.0,-12.0,False,False,15.25
4,Steven Adams,20,3.0,5.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,6.0,9.0,False,False,14.0
6,Steven Adams,20,3.0,4.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,2.0,2.0,1.0,3.0,6.0,-14.0,False,False,25.5
2,Steven Adams,30,3.0,8.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,2.0,1.0,1.0,6.0,2.0,False,False,21.75
4,Steven Adams,27,4.0,7.0,0.571,0.0,0.0,0.0,3.0,7.0,0.429,13.0,3.0,1.0,0.0,2.0,2.0,11.0,14.0,False,True,34.25
1,Steven Adams,31,4.0,7.0,0.571,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,1.0,1.0,2.0,0.0,8.0,1.0,False,False,33.0
2,Steven Adams,23,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,5.0,0.0,0.0,1.0,3.0,2.0,-13.0,False,False,19.0
4,Steven Adams,17,2.0,8.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,4.0,4.0,-20.0,False,False,12.75
4,Steven Adams,20,1.0,4.0,0.25,0.0,0.0,0.0,1.0,2.0,0.5,12.0,4.0,1.0,3.0,2.0,3.0,3.0,22.0,False,False,31.0
3,Steven Adams,17,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,-16.0,False,False,7.0
4,Steven Adams,23,1.0,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,3.0,3.0,2.0,5.0,False,False,13.75
3,Steven Adams,26,1.0,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,1.0,4.0,3.0,2.0,15.0,False,False,22.0
4,Steven Adams,20,1.0,5.0,0.2,0.0,0.0,0.0,1.0,1.0,1.0,14.0,3.0,0.0,0.0,2.0,1.0,3.0,-3.0,False,False,24.0
1,Steven Adams,33,7.0,11.0,0.636,0.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,0.0,0.0,4.0,5.0,14.0,15.0,False,True,42.5
2,Steven Adams,22,2.0,3.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,1.0,2.0,4.0,4.0,10.0,False,False,24.75
4,Steven Adams,27,2.0,3.0,0.667,0.0,0.0,0.0,3.0,4.0,0.75,11.0,5.0,1.0,1.0,0.0,1.0,7.0,-14.0,False,False,32.25
3,Steven Adams,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,4.0,0.0,-13.0,False,False,7.75
3,Steven Adams,28,4.0,7.0,0.571,0.0,0.0,0.0,2.0,2.0,1.0,15.0,4.0,1.0,3.0,1.0,2.0,10.0,25.0,False,True,43.75
4,Steven Adams,22,0.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0,0.333,14.0,4.0,0.0,1.0,1.0,1.0,2.0,26.0,False,False,27.0
1,Steven Adams,34,5.0,9.0,0.556,0.0,0.0,0.0,2.0,4.0,0.5,21.0,5.0,0.0,2.0,3.0,0.0,12.0,16.0,False,True,49.75
4,Steven Adams,21,2.0,7.0,0.286,0.0,0.0,0.0,3.0,5.0,0.6,13.0,3.0,0.0,0.0,0.0,1.0,7.0,32.0,False,False,27.75
1,Steven Adams,31,7.0,8.0,0.875,0.0,0.0,0.0,0.0,3.0,0.0,13.0,5.0,1.0,0.0,1.0,3.0,14.0,6.0,False,True,40.75
4,Steven Adams,15,6.0,8.0,0.75,0.0,0.0,0.0,3.0,7.0,0.429,11.0,4.0,0.0,3.0,0.0,6.0,15.0,19.0,False,True,42.25
3,Steven Adams,22,1.0,3.0,0.333,0.0,0.0,0.0,0.0,1.0,0.0,10.0,6.0,2.0,1.0,1.0,1.0,2.0,8.0,False,False,29.0
1,Steven Adams,34,2.0,4.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,6.0,3.0,4.0,0.0,2.0,2.0,4.0,4.0,False,False,23.0
4,Steven Adams,24,4.0,7.0,0.571,0.0,1.0,0.0,1.0,1.0,1.0,16.0,2.0,0.0,1.0,2.0,1.0,9.0,14.0,False,False,33.0
4,Steven Adams,26,2.0,3.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,0.0,2.0,0.0,4.0,-3.0,False,False,20.0
4,Steven Adams,19,1.0,4.0,0.25,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,2.0,3.0,-17.0,False,False,9.25
4,Steven Adams,31,6.0,8.0,0.75,0.0,0.0,0.0,5.0,9.0,0.556,16.0,2.0,1.0,1.0,2.0,3.0,17.0,15.0,False,True,44.5
3,Steven Adams,26,5.0,8.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,2.0,0.0,1.0,3.0,10.0,31.0,False,False,33.75
3,Steven Adams,21,2.0,6.0,0.333,0.0,0.0,0.0,1.0,4.0,0.25,10.0,1.0,1.0,0.0,1.0,2.0,5.0,-26.0,False,False,20.5
2,Steven Adams,30,1.0,4.0,0.25,0.0,0.0,0.0,3.0,7.0,0.429,12.0,4.0,1.0,0.0,1.0,2.0,5.0,1.0,False,False,27.5
2,Steven Adams,35,1.0,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,1.0,3.0,5.0,2.0,-7.0,False,False,16.0
4,Steven Adams,20,3.0,5.0,0.6,0.0,0.0,0.0,2.0,3.0,0.667,9.0,2.0,2.0,1.0,0.0,4.0,8.0,19.0,False,False,28.25
4,Steven Adams,19,1.0,3.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,1.0,2.0,-3.0,False,False,11.5
0,Steven Adams,28,2.0,3.0,0.667,0.0,0.0,0.0,0.0,2.0,0.0,5.0,3.0,1.0,0.0,1.0,1.0,4.0,27.0,False,False,16.25
4,Steven Adams,24,2.0,7.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,1.0,2.0,1.0,2.0,4.0,5.0,False,False,30.75
2,Steven Adams,37,3.0,5.0,0.6,0.0,0.0,0.0,1.0,3.0,0.333,12.0,2.0,2.0,3.0,3.0,1.0,7.0,6.0,False,False,33.5
4,Steven Adams,21,4.0,6.0,0.667,0.0,0.0,0.0,4.0,4.0,1.0,7.0,2.0,2.0,1.0,3.0,0.0,12.0,-5.0,False,False,28.25
4,Steven Adams,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,-1.0,False,False,1.5
2,Steven Adams,26,6.0,9.0,0.667,0.0,0.0,0.0,4.0,9.0,0.444,14.0,5.0,0.0,1.0,1.0,1.0,16.0,8.0,False,True,44.0
4,Steven Adams,30,1.0,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,0.0,0.0,2.0,3.0,2.0,5.0,False,False,23.25
4,Steven Adams,30,2.0,4.0,0.5,0.0,0.0,0.0,2.0,6.0,0.333,9.0,3.0,2.0,0.0,6.0,2.0,6.0,2.0,False,False,22.75
3,Steven Adams,28,4.0,5.0,0.8,0.0,0.0,0.0,1.0,5.0,0.2,14.0,3.0,0.0,2.0,2.0,1.0,9.0,9.0,False,False,34.0
3,Steven Adams,24,2.0,6.0,0.333,0.0,0.0,0.0,1.0,2.0,0.5,9.0,3.0,1.0,0.0,2.0,5.0,5.0,16.0,False,False,21.75
1,Steven Adams,31,2.0,3.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,1.0,3.0,2.0,1.0,4.0,11.0,False,False,36.0
1,Steven Adams,36,5.0,8.0,0.625,0.0,0.0,0.0,5.0,7.0,0.714,9.0,4.0,2.0,3.0,1.0,3.0,15.0,0.0,False,False,41.75
2,Steven Adams,32,1.0,4.0,0.25,0.0,0.0,0.0,3.0,4.0,0.75,11.0,2.0,1.0,0.0,0.0,1.0,5.0,-13.0,False,False,23.75
4,Steven Adams,28,1.0,4.0,0.25,0.0,0.0,0.0,1.0,4.0,0.25,13.0,8.0,2.0,1.0,3.0,2.0,3.0,2.0,False,False,35.75
2,Steven Adams,30,1.0,3.0,0.333,0.0,0.0,0.0,2.0,6.0,0.333,13.0,2.0,0.0,0.0,3.0,0.0,4.0,-6.0,False,False,21.75
3,Steven Adams,26,5.0,10.0,0.5,0.0,0.0,0.0,2.0,5.0,0.4,13.0,3.0,0.0,2.0,1.0,3.0,12.0,4.0,False,True,37.75
2,Steven Adams,30,1.0,3.0,0.333,0.0,0.0,0.0,1.0,3.0,0.333,11.0,1.0,1.0,1.0,0.0,1.0,3.0,-16.0,False,False,22.25
